,Tweet,Scores
1550,kpu tunduk konstitusi uu pemilu,-1.0
1552,kuat kelompok cipayung plus dukung kpu bawaslu dkpp pbnu umat islam tunjuklah dewasa berdem,1.0
1553,heydi indonesia musim human error jawab kpu,-1.0
1555,lawyer nasional tuntut kpuayoo kawan support dgn cara viral tiap portal medsos masing allahu akbar,-1.0
1556,soepono hnurwahid kpuid jokowi ebong dungu lama nanya jumat prabowo kaum cebong oposisi,-1.0
1558,detikcom bagai saksi mrk sdh lihat dengar tahu maju us kpu pimpin kpu dipilih dpr,1.0
1559,kepala daerahnya dukung eh masyarakat milih kurang asem masyakat sijunjung garis keras n,1.0
1560,bellysetiawan ratujunty rakyat sdh muncul bah emak tuntut hasil pemilu jurdilscr de facto,-1.0
1561,wahai saudara bangsa setanah air ketahuilah menang pilpres resmi hitung cepat,1.0
1566,patut diwaspadai utama jelang umum resmi kpuid mungkin buat chaos mulai dar,1.0
1568,hukumdan harokah kpuid akuntofa kpuid lalu panik lupa foto c,-1.0
1570,situng kpu dinilai tambah kacau brutal,-1.0
1572,lebih suka tarik seluruh sonil bpn semua tingkat kpu ikut agenda apapun dilaku,1.0
1573,mbah moen harap real count kpu ramadhan berjalanaman,1.0
1574,lama lama semut kitar kpu salah ni,-1.0
1575,cek langsung kpu zon temu jumlah lemah situng,1.0
1576,saracenofficial mgkn kpuid nyambi jadi dukun setan ikut nyoblos break dulu,-1.0
1580,asmara prabowo mudahan ima dgn ikhlas apapun hasil kpu baik menang kalah,1.0
1581,cek gt mbah moen harap real count kpu ramadhan jalan aman tunjuk menj,1.0
1582,stop kpu curang kpu satu buat warga jabar marah lewat youtube,-1.0
1583,cek yuk gt mbah moen harap real count kpu ramadhan jalan aman tunjuk menj,1.0
1584,null mbah moen harap real count kpu ramadhan jalan aman tunjuk menj,1.0
1585,datangi bawaslu relawan it bpn bawa bukti salah entry situng kpu,-1.0
1586,tim it prabowo lapor salah input bawasluri coba kpuid tanya keseluruh rakyat indonesia,-1.0
1589,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan salah entri ribu,-1.0
1590,ruang kpu vs warnet ruang kpu buat suara rakyat jadi sampah ruang warnet buat mata,-1.0
1591,paling cari salah kpu,-1.0
1593,riodamha dungu subsidi otak kalahnya bong kpu sering salah input data,-1.0
1594,update real count pilpres kpu mei jokowi prabowo kontan hingga jumat pukul,-1.0
1595,adedjadja haikalhassan kpuid gilir lebih suara nampak jelas lbh cepat diupdate,1.0
1596,kpu koreksi hitung suara wilayah pilih tps kel remu selatan sorong manoi kota sorongpapua barat,1.0
1597,kpuid arti kalau tunduk hadap uu pasal dlm uu pemilu laku dong,-1.0
1598,karniilyas ruang kpu vs warnet ruang kpu buat suara rakyat jadi sampah ruang warnet buat mata,-1.0
1599,abdurahmansalim zarafaul libra kpuid wr fagtng bangzul bawa lapor jangan dibiar,-1.0
1600,newzepret akhirzamancoy kpuid bawasluri mantap wong palembang,1.0
1601,abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok tenang aman lama dhemasal,1.0
1603,jimmyatp kpudsumut kpu salah input berkali kalidan merekapun mengakuiapa buat caya kep,-1.0
1604,manusia sdh dibuta lebih pilih uang wow fantastis sekalipun malaikat pilih tetap ikut,1.0
1605,msaiddidu ruang kpu vs warnet ruang kpu buat suara rakyat jadi sampah ruang warnet buat mata,-1.0
1606,banyak propaganda negatif kpu pb hmi jangan mudah provokasi berita takjelas,-1.0
1607,patriotis nasionalis malah jadiin musibah tinggal org anak bangsa sbg alat propaganda utk lemah kpu,-1.0
1609,segafmustofa zarafaul libra kpuid wr fagtng bangzul banyak bu doang,1.0
1610,jaidun akibat kpu kena firus salah infut ri jdi ri,-1.0
1611,abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok lg proses kena karma habib rizieq e,-1.0
1612,hasil pleno kpu ketapang capres unggul tipis pemahan jokowimaruf menang telak marau air,1.0
1614,mbah moen harap real count kpu ramadhan jalan aman tunjuk menj,1.0
1615,he masabudiman paham kalimat keluar kpuid paksa utk kata kau anggota kpu adapu,-1.0
1616,detikcom nyusun jadwal kebalik team bapakorang quick count bapak deklarasiini masa rekapi,1.0
1620,update jelang pagi data masuk selisih suara jtan moga wiken lancar m,1.0
1621,anakragil azmi ferdinandhaean kpuid move on tu pemilu berani jujur lama curang namanya mun,-1.0
1622,powerofreceh bawasluri kpuid kpu giring opini publik rcount kpu sdh masuk input jawa tengah,-1.0
1624,solehuddinplg joked c edit dulu banyak scan c scan c web kpuid ubah se,1.0
1626,invut data kpu salah otak atiik,-1.0
1627,rileks waspada ketua satgas bpn bpk toto nyata suara tggl tunggu putus kpu k,-1.0
1628,hasil demokrasi ujungnya milih bu rakyat kpu dungu bwrjamaah ai tu tel yu dad is awer,-1.0
1629,bpn prabowo serah bukti duga curang situng kpu bawasluri jamin,-1.0
1630,tsamaradki kpuid kpuid netral jd usah heran hasil kpu gtu,1.0
1635,powerofreceh bawasluri kpuid massal salah input,-1.0
1636,sheismysin kpuid selamat pagi proses semua data masuk proses data enang,1.0
1638,jadi kpuid yah mengkorupsi jabat posisi jelas presiden ri,1.0
1639,jokowi pemilu curng kpu netrl lapor bawaslu via youtube,-1.0
1641,wah kalau audit forensik tahu siapa instruksi,-1.0
1642,tehtjemplung lucu nihjambi batanghari batinxxiv muara jangga tps input situng kpu sama,-1.0
1643,tunjuk jelang ramadhan menang bangsa indonesia insya allah hitung suara insya all,1.0
1649,simbahcocol tanda udh lalu jelas y admin kpuid emank cebonger,1.0
1650,positof mungkin admin kpu ngetweet,-1.0
1651,danialnajwanar ferdinandhaean koplakitu kpu hitung manual do saksi masing masing timses,1.0
1652,msaiddidu kpuid sakit gigi labih sakit sakit hati,-1.0
1653,curang niat situng kpuid diinput c palsu saksi warganet punya c asli jelas kriminal,-1.0
1654,demo kpu motori artis papan atas indonesia lawan curang semua menghianati rakya,1.0
1655,kpu ketapang gelar pleno rekapitulasi pemilu tingkat kabupaten,1.0
1661,mulai klaim menang tuduh kpu curang bukti kalap,-1.0
1662,harusnya tuntut intah sebar luas wabah sakit nama pemilu lalu kpu,-1.0
1663,kpuid mula rekapitulasi hasil hitung suara nasional pemilu rekap dimulai pemilu,1.0
1666,munawartaufik samdanmara tsamaradki kpuid beda mas bu tsamara amani alatas bio bilang,1.0
1668,warning jangan hilang fokus prosesor dibayar m jokowi utk alih fokus rakyat hitung,-1.0
1671,kpuid wuahahahahha kalian oknumkpu tggu sampe ajal jemput kalian tanggung jawab semua hadap,-1.0
1676,jangan nah tunduk imam dagel ang layak dijadi teladan siapa d,-1.0
1677,unitedfans cuteanna kpuid real count kpu unggul jokowi,1.0
1679,dukung relawan kecewa andamengapa kata istana,-1.0
1682,bernikusen annasuezann kpuid disonansi kognitif berkeusan akibat pribadi ganda,-1.0
1683,kpuid berani sumpah sambar petir gk,-1.0
1687,aburasyid kpuid bawasluri salah suara salah juta suara,-1.0
1688,jelas jawa tengah suara sah hadir cocok mana datang coblos us,1.0
1689,tanyoana kpuid us provokasi rakyat saatnya semua buka kpuid sdh buka,-1.0
1690,kpu kbb target rapat pleno buka pemilu selesai besok,1.0
1696,oasi cipta kondisi kpu curang,-1.0
1700,seahnegri goblokkapan kpu bilang jokowi menang pilpres,1.0
1702,vivacoid baca judul coment intinya banyak tuduh kpd kpu bukti lapor bawaslu,-1.0
1704,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan hrsny krisis cen,-1.0
1707,kpu becus kerja digaji ku kalau salah pecat arti siap siap pecat yan,-1.0
1709,haikalhassan pasutagar kpuid selalu ulang salah input ang niat,-1.0
1710,ardianza gerindra dahnilanzar kpuid bawasluri dituduh curang guoblok,-1.0
1711,hnurwahid micheladamnew paling bertanggung jawab atas curang dialah hancur indonesia,-1.0
1713,miris khatib khutbah jumat kemarin bilang sangkut paut kisah ang badar bulan ramadh,-1.0
1714,annasuezann kpuid psikolog sosial leon festinger sdh ingat lemah mentalitas sbg makhluk sosial kadang,-1.0
1715,ktr kpu jawa timur kotak suara polisi bentrok dgn massa krn lindung kotak suara dengar dgn baik vidio,1.0
1717,ronavioleta paling bertanggung jawab atas curang dialah hancur indonesia kekuasaa,-1.0
1720,nakal tuan kpu,-1.0
1721,fadlizon kpuid besarnya beberapa klo jelas disebut jumlah klo ngarang nyeput jumlahnya,1.0
1722,putraerlangga posisi kpubawaslu ang berat mungkin klausul khusus merubah patriotik n,-1.0
1726,syarman bawasluri kpuid nyata selalu suai dgn harap utk bpn prabowo hrs siap dgn apapun,1.0
1727,situng kpu disusupi c palsu suara jokowi medan naik,-1.0
1728,dukung kawal penghitunggan kpu semanggat,1.0
1729,annasuezann kpuid kl ngelesnya makin masuk akal patut diduga gerombol bejat,1.0
1731,akuntofa tegasssss kpu tunduk rizieq kpu tunduk undangundang imakasih kpu,-1.0
1732,pakarlogika sotoyy pakar logikacek langsung web kpu  tps banyak valid jg ngebrain wash,1.0
1733,alisunartii vivacoid cebong baru lahir nah ngikuti situng kpu lihat sendiri jangan minta disuapin,-1.0
1736,doncorleone kpuid c palsu pidana,-1.0
1737,hasil rekapitulasi suara kpu paslon menang telak atas paslon banyumas jateng pihak protes banyak s,1.0
1738,kpuid rasa tunduk sma undang,1.0
1739,idrus apresiasi harga kpu,1.0
1742,ardianza mirip abs nyatanya umum kpu kalau nyata kalah pukulpukul meja,1.0
1744,wanspartan kpuid bawasluri divhumaspolri iya cak emosiemosi sama siapaheeehanya doa dadi wong cilik,1.0
1745,telkomsel screen shoot jadi chek no hp tahu akses disedot kaya,1.0
1748,tolak people power aliansi mahasiswa bandung siap kawal kpu,1.0
1749,kpuid surat suara ja korupsi gmana uang,-1.0
1752,pakai situng pakai sempak merah pakai kondom gigi bu acu hitung kpu hasil vinal,1.0
1753,pks minta bpn prabowo sandi ima hormat hasil akhir kpu,1.0
1754,hnurwahid kpuid makin kurang ajar kpuid tdk peka dgn kritisnya masyarakat stiap hari kritik bh maki,-1.0
1756,ijtima ulama iii hasil putus bhw pemilu curang ulama desak kpu coret nama jokowimaruf,-1.0
1757,tular kpu sby presiden bu,-1.0
1758,jamansulit kpuid salah suara salah juta suara salah,-1.0
1759,s dianggap giring opini publik open data dianggap giring opini publik sains dianggap giring opini publik,-1.0
1761,samdanmara tsamaradki kpuid asli kali tsamaradki,1.0
1762,fadlizon merdekadotcom siapa gk awal jauh hri sblm pemilu mulai fremingnya sdh seting s,-1.0
1763,jujur eliteaparat negara tugas kpu uji allah swt masuk bulan ramadhan,1.0
1765,tsamaradki ireneviena kpuid mana benar tsamaradki,1.0
1766,makin suka liatin hasil situng kpuid srmakin nampaklah panik utk menang,1.0
1767,suara dprd jateng dapil iii kudus dasar hasil pleno kpu murianewscom,-1.0
1768,nafsu kali sekelas media online bilang tgl mei hari sdh hari sabtuitu nafsu menga,-1.0
1770,hari tama kpu grobogan selesai rekapitulasi suara pemilu dapil murianewscom,1.0
1773,kpu peduli sdh bukti curang input data situng kpu banyak tps,-1.0
1775,pleno kpu selesai hasil lengkap suara caleg dprd kabupaten kudus murianewscom,1.0
1776,jon kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan betul kali,1.0
1777,alibi maling tetangkap basah msk rmh org mo namu tp bongkar gembok pagar amp kunci pintu rmh jg dilaku pd ja,-1.0
1780,denger kpuid dizhalimi kerja netral stop curang kasian anak kecil apah klo,-1.0
1782,hasil quick count akun diretas kerjaan admin mantan juru input kpu lupa sejarah gelap,-1.0
1783,ndutsyolshop fisipolugm akun robotnya didukung bagai lembaga survei menang jokowi,1.0
1786,gw mw tanya tanggap dek tsamaradki ttg bnyak korban tinggal dunia pemilu kemudian tangg,-1.0
1788,kpuid drama pecah udah kelar bangunin,1.0
1789,wanspartan padioyan kpuid kapeu rasa tama deklarasi pemilu,1.0
1791,rileks waspada ketua satgas bpn bpk toto nyata suara tggl tunggu putus kpu,-1.0
1792,sdh tugas pemilu wafat doa moga arwah dimulia allah swt lu investigasi menyelu,-1.0
1794,baik kpuid henti tayang hitung web kpu sll salah input lebih hitung tdk men,1.0
1795,buahfresh candigawai kpuid hrs bener,1.0
1796,tsamaradki kpuid makin tahu akhirnyaini benar kpu ktr jl diponegoro depan,1.0
1797,aburizalbakrie yanuaritaeva pilpres rasa sangat prihatin indikasi curang sangat mudah,1.0
1798,imayadewi teukatuah kpuid ang udah siap,1.0
1799,jaring ulama muda nusantara tanggapi ijtima ulama iii cc nahdlatululama khmluqman ubaidullah,1.0
1800,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan salah entri koq d,-1.0
1802,resmi bpn lapor data salah input situng kpu bawaslu,-1.0
1803,imayadewi teukatuah kpuid salah input tiap hari jeda,-1.0
1804,namanja ruang it kpu ruang karaoke mengambar ruang eliteyg dibayar mahal rakyat kerja kp,-1.0
1805,gua mesti turun tangan lihat curang pilpres sdh nyata faktaafdol via tvmedsostdk dibiar,-1.0
1806,mandatory garudaemasntb putus salah satu komisioner kpu p,-1.0
1807,kpuid bawasluri gerindra fadlizon fahrihamzah dahnilanzar mohon diiksa segera dikoreksi salah scan,1.0
1808,dahnilanzar bang web kpu jam kurang tdk akses,-1.0
1812,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan kerja bayar pa,1.0
1814,kpuid serah lu komen jg nggk ngefek,1.0
1816,maaf sibuk ngawasin kpu salah input data c salah input tiap hari hadeeuuuuuhhh,-1.0
1818,fadlizon kalau bpn dikunjungi kpu lembaga quick count diliat gimana meisme hitung suaranya berani,1.0
1819,ratuanissah bawasluri kpuid selamat sdh masuk rangkap amp kpu,1.0
1820,kuat kelompok cipayung plus dukung kpu bawaslu dkpp pbnu umat islam tunjuk dewasa berdemokr,1.0
1822,noh berita gini paling diem dianggap wajar yaaaa kpuid,1.0
1824,hasil menang suara pilspres lalu realcount kpu menang vs kalah tetap legowo lu ribut k,1.0
1825,masa tahan dipanjang kpk romi ucap selamat kpu,1.0
1827,dhanihendy kpuid bawasluri kawalpemilu onnowpurbo sandiuno prabowo kpuid banyak ma,1.0
1828,april mestiny djadi hari bencana nasional jiwa layang sebuah pesta demokrasi ujung dng kesa,-1.0
1830,jongmuslim ratuanissah bawasluri kpuid prabowo sandiuno auwas lindungi saksi jangan diracun pki,-1.0
1832,pleno kpu sungai penuh prabowo raih sen jokowi sen berita jam,1.0
1833,hilang suara kode kalbar kapuas hulu boyan tanjung mujan tps disitung scan c,-1.0
1834,vivacoid msaiddidu ngaku kpu salah sampe,-1.0
1835,efek dekat sama kpu salah melulu,-1.0
1836,fadlizon kpuid jadi siapa benar menang,1.0
1837,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan ngeles,-1.0
1838,c beda mohon dicek ulang kpuid tps kel pasar manggis setiabudi jakarta selatan suara,1.0
1841,tsamaradki ireneviena kpuid hati hati diikuti akun,1.0
1843,kpuid habiburokhman msaiddidu cakkhum toendusara lampir tambah sc web kpu scan c form c plano,1.0
1845,kpuid habiburokhman msaiddidu cakkhum toendusara kpuid mohon dicross check la,1.0
1846,kpuid habiburokhman msaiddidu cakkhum toendusara mohon dicross chec,1.0
1847,pasang jokowimaruf unggul empat wilayah dki jakarta barat jakarta pusat jakarta utara pulau ribu h,1.0
1849,syafrinkar kpuid joked dkindonesia stealth infonya intruder dpn gambir benarkah,-1.0
1850,adrianto pasal amp uu ttg pemilu tlh atur tegas ttg ancam thn pidana penjara bg coba utk menguta,-1.0
1851,kpuid habiburokhman msaiddidu cakkhum toendusara vascoruseimy reactips priyobudis salah input kak h,-1.0
1852,lampir tambah salah input kak sc web kpu scan c versi data input web kpu suara sah,-1.0
1853,akunny resmi biru atas nama lembaga negara kpu like cuitan buzzer paslon cuitanny ngejekin hrs klo s,1.0
1854,situng kpuid beda c asli data input c asli tps pe,1.0
1855,lampir tambah sc web kpu scan c beda form c asli data input c asli,1.0
1857,curang tampak dimatakpuid bawasluri dkppri usut siapakah buat c aspal,-1.0
1861,kpuid msaiddidu zarazettirazr cakkhum tijabar joniirian salah input didepan jadi kpuid,-1.0
1862,said aqil kata kpu caya,-1.0
1864,kpu effect kurang kurang,-1.0
1867,siapa khianat padahl pks sandi ulama padahl dana kmpanyesandi lbh byk sumbang ktimba,-1.0
1869,hukumdan wakakakapantesan blg kpu tsm curangnyangitung presiden keberapa ngawur doi,-1.0
1871,imayadewi guspul prabowo sby dijanji kubu tahana dukung ahy pd pilpres,1.0
1872,kpuid jelas hoax malah minta bukti eh onoh menang kagak papa bukti,-1.0
1874,bpn prabowo sandi bangkit bawa bukti lebih salah input situng kpu it bpn desak bawasluri henti situng,-1.0
1877,sadisss edit subhanallah bu salah input edit hasil scannya bawasluri kpuid,-1.0
1878,wanspartan rekidatuak kpuid sedang dibuka pikir tuhan kpu sedang diri diman,1.0
1879,abiyyu cakkhum kpuid bangpino putrabanten maulanatigor mbahuyok cari setan empuan,-1.0
1880,bu pemilunya curang selenggara kpu curang indikasi menang paslon dipesan,-1.0
1882,bawaslu kukar laku awas kait proses serah lapor ima keluar dana kampanye lppdk,1.0
1884,wakakkakakefek bela kpu wong sby presiden jeh piye jal,1.0
1885,lebih parah serang oris,1.0
1886,situng gaduh buat kpu kekeh tahan,-1.0
1888,rakyat ramairamai koreksi salah input tugas kpu inilah the real people power suatu dibayang s,-1.0
1891,hati banyak alih isufokus kinerja kpu lengah dikit tewas taulani mahfud omdo pindah,-1.0
1893,mui tokoh masyarakat majalengka apresiasi kinerja kpu hinggapolri,1.0
1894,negara buat jahat hadap rakyatnya hallo mk ma kamu praktisi intelijen cipta kondisi,-1.0
1895,ketua it bpn agus maksum bunya kurang sekarang situng malah tambah kacau brutal bu salah,-1.0
1896,jangan provokasi sama berita aneh biarin divhumaspolri kerja ikut komen masalah ibukota pindah ata,-1.0
1897,sesema maling saling mensupport satu maling duit rakyat satunya maling suara rakyat selamat datan,-1.0
1899,aprilialin situng kpu bu objek sengketa pemilu sama nuduh maling barang hilang d,-1.0
1900,nyata bapak mahfud udah tular sama kpu jadi salah entri yaaa sby buka,-1.0
1902,careandidin partaisocmed situng kpu bu objek sengketa pemilu sama nuduh maling barang hilang,-1.0
1903,geloraco bingung kpu,-1.0
1904,kawal kotak suara kpu provinsi sulsel hasil rapat pleno rekaptiulasi tetap hasil hitung ole,1.0
1907,ariefbudiman rakyat banyak curang hasil hitung salah input sebut disengaja,-1.0
1908,msapunya fadlizon kpuid bawasluri luar binasa,-1.0
1913,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan kpuid jgan cari du,-1.0
1914,hitung mundurpengumuman kpuid tanggal mei hari hasil hitung kpu pukul semo,1.0
1915,maklambeturah rizmawidiono sambut bulan suci ramadan hati bersih penuh kedamaianpesta de,1.0
1917,kpuid jangan suka alih semua rakyat beri kinerjamu kembung suara danme,-1.0
1918,turut salah satu komisioner kpu salah entry lebih an diuntung human error sebut,-1.0
1919,kpuid masabudiman masws viryanazis hsymasyari novidaevi pramonoutan ksetyawan koyok wong goblok cu,-1.0
